original,ocr,visionOcr,Tessaract%,Vision%
"පළාත් සභා, පළාත් අමාත්‍යවරු සහ විදෙස් රජයන් සමඟ එළඹෙන ගිවිසුම් පිළිබඳ නිගමන
ආණ්ඩුක්‍රම ව්‍යවස්ථාවේ 13 වන සංශෝධනය යටතේ, විදේශ රටවල් සමඟ සන්ධාන,
ගිවිසුම්/ අවබෝධතා ගිවිසුම් සහ සම්මුතිවලට එළැඹීම සහ ක්‍රියාත්මක කිරීම යන විෂය සංවෘත ලැයිස්තුවෙහි අන්තර්ගත වන අතර එය ආණ්ඩුක්‍රම ව්‍යවස්ථාවේ 44වන ව්‍යවස්ථාව යටතේ විදේශ කටයුතු අමාත්‍යාංශය වෙත පවරා ඇත.","(111)පළාන්‌ සභා, පළාත්‌ අමාත්‍යවරු සහ විදෙස්‌ රජයන්‌ සමඟ එළඹෙන ගිවිසුම්‌ පිළිබඳ නිගමන
ආණ්ඩුක්‍රම ව්‍යවස්ථාවේ 13 වන සංශෝධනය යටතේ, විදේශ රටවල්‌ සමහ සන්ධාන,,
ශිවිසුම්‌/ අවබෝධතා ගිවිසුම්‌ සහ සම්මුනිවලට එළැඹීම සහ ක්‍රියාත්මක කිරීම යන විෂය,
எல ලැයිස්තුවෙහි අන්තර්ගත වන අතර එය ආණ්ඩුක්‍රම ව්‍යවස්ථාවේ 44වන ව්‍යවස්ථාව,
යටතේ විදේශ කටයුතු අමාත්‍යාංශය වේත පවරා ඇත.","(iii) පළාත් සභා, පළාත් අමාත්‍යවරු සහ විදෙස් රජයන් සමඟ එළඹෙන ගිවිසුම් පිළිබඳ නිගමන
ආණ්ඩුක්‍රම ව්‍යවස්ථාවේ 13 වන සංශෝධනය යටතේ, විදේශ රටවල් සමඟ සන්ධාන,
ගිවිසුම් අවබෝධතා ගිවිසුම් සහ සම්මුතිවලට එළැඹීම සහ ක්‍රියාත්මක කිරීම යන විෂය
සංවෘත ලැයිස්තුවෙහි අන්තර්ගත වන අතර එය ආණ්ඩුක්‍රම ව්‍යවස්ථාවේ 44වන ව්‍යවස්ථාව
යටතේ විදේශ කටයුතු අමාත්‍යාංශය වෙත පවරා ඇත.",88.86,98.39
"ගරු ආණ්ඩුකාරවරු/ ගරු ප්‍රධාන අමාත්‍යවරු/ ගරු පළාත් සභා අමාත්‍යවරු නිල විදෙස් සංචාරයන්හි නිරත වීමේ දී, විදේශ කටයුතු අමාත්‍යාංශයේ පූර්ව උපදෙස් නොමැතිව විදෙස් රටවල ප්‍රාදේශීය අස්ථිත්ව සමඟ නෛතික ලේඛන, අවබෝධතා ගිවිසුම් පිළිබඳව හෝ තීරණය නොකළ යුතු ය.","ගරු ආණ්ඩුකාරවරු/ ගරු ප්‍රධාන අමාත්‍යවරු/ ගරු පළාත්‌ සභා අමාත්‍යවරු නිල විදෙස්‌
 සංචාරයන්ගි නිරත වීමේ දී, විදේශ කටයුතු අමාත්‍යාංශයේ පූර්ව උපදෙස්‌ නොමැතිව විදෙස්‌
රටචල ප්‍රාදේශීය අස්ථිත්ව සමහ නෛතික ලේඛන, අවබෝධතා ගිවිසුම්‌ පිළිබඳව හෝ
තීරණය නොකළ යුතු ය.","ගරු ආණ්ඩුකාරවරු ගරු ප්‍රධාන අමාත්‍යවරු/ ගරු පළාත් සභා අමාත්‍යවරු නිල විදෙස්
සංචාරයන්හි නිරත වීමේ දී, විදේශ කටයුතු අමාත්‍යාංශයේ පූර්ව උපදෙස් නොමැතිව විදෙස්
රටවල ප්‍රාදේශීය අස්ථීත්ව සමඟ නෛතික ලේඛන, අවබෝධතා ගිවිසුම් පිළිබඳව හෝ
තීරණය නොකළ යුතු ය.",96.75,88.66
"පවතින ව්‍යවස්ථාමය අවශ්‍යතා සැලකීමේ දී, අනෙකුත් කරුණු අතුරින් විදේශ සබඳතාවලට
අදාළව ප්‍රතිපත්තිමය සහ නෛතික දෘෂ්ටිකෝණයෙන් සංවේදිතා සහ ගම්‍යාර්ථ පවතී ද යනාදි පරීක්‍ෂා කරනු ලබන විදේශ කටයුතු අමාත්‍යාංශයෙන් එවැනි ගිවිසුම්/ අවබෝධතා ගිවිසුම් සම්බන්ධයෙන් නිෂ්කාශන ආරම්භයේ දී ම ලබා ගැනීම අනිවාර්‍ය වේ.","පවතින ව්‍යවස්ථාමය අවශ්‍යතා සැලකීමේ 8, අනෙකුක්‌ කරුණු අතුරින්‌ විදේශ සබඳතාවලට,
අදාළව ප්‍රතිපත්තිමය සහ නෛතික දෘෂ්ටිකෝණයෙන්‌ සංවේදිතා සහ ගමයාර්ථ පවති ¢
යනාදි පරීක්ෂා කරනු ලබන විදේශ කටයුතු අමාත්‍යාංශයෙන්‌ එවැනි ගිවිසුම්‌/ අවබෝධතා,
ගිවිසුම්‌ සම්බන්ධයෙන්‌ නිෂ්කාශන ආරම්භයේ දී ම ලබා ගැනීම අනිවාර්ය වේ..
ගුරු නීතිපතිතුමාගේ අදහස්‌ විමසිය යුතු නෛතික ගමයාර්ථ පවති නම්‌, විදේශ කටයුතු
අමාත්‍යංශයේ නිර්දේශය මත එලෙස එළැඹීමට අපේක්ෂිත නෛතික ලේඛන පිළිබඳ අදාළ
පළාත්‌ සභාවේ රේඛීය අමාතයාංශය විසින්‌ ගරු නීතිපති වෙත යොමු කළ යුතු ය.","පවතින ව්‍යවස්ථාමය අවශ්‍යතා සැලකීමේ දී, අනෙකුත් කරුණු අතුරින් විදේශ සබඳතා වලට
අදාළව ප්‍රතිපත්තිමය සහ නෛතික දෘෂ්ටි කෝණයෙන් සංවේදිතා සහ ගම්‍යාර්ථ පවතී ද
යනාදි පරීක්ෂා කරනු ලබන විදේශ කටයුතු අමාත්‍යාංශයෙන් එවැනි ගිවිසුම් අවබෝධතා
ගිවිසුම් සම්බන්ධයෙන් නිෂ්කාශන ආරම්භයේ දී ම ලබා ගැනීම අනිවාර්ය වේ.",64.08,94.65
"ගරු නීතිපතිතුමාගේ අදහස් විමසිය යුතු නෛතික ගම්‍යාර්ථ පවතී නම්, විදේශ කටයුතු
 අමාත්‍යාංශයේ නිර්දේශය මත එලෙස එළැඹීමට අපේක්‍ෂිත නෛතික ලේඛන පිළිබඳ අදාළ
පළාත් සභාවේ රේඛීය අමාත්‍යාංශය විසින් ගරු නීතිපති වෙත යොමු කළ යුතු ය.","අදාළ පළාත්‌ සභාව, ඉන්‌ අනතුරුව, විදේශ කටයුතු අමාත්‍යාංශයේ එකහතාව මත ඉදිරි
කටයුතු සිදු කළ යුතු ය.","ගරු නීතිපතිතුමාගේ අදහස් විමසිය යුතු නෛතික ගම්‍යාර්ථ පවතී නම්, විදේශ කටයුතු
අමාත්‍යාංශයේ නිර්දේශය මත එලෙස එළැඹීමට අපේක්ෂිත නෛතික ලේඛන පිළිබඳ අදාළ
පළාත් සභාවේ රේඛීය අමාත්‍යාංශය විසින් ගරු නීතිපති වෙත යොමු කළ යුතු ය.",33.44,99.53
"අදාළ පළාත් සභාව, ඉන් අනතුරුව, විදේශ කටයුතු අමාත්‍යාංශයේ එකඟතාව මත ඉදිරි
කටයුතු සිදු කළ යුතු ය.","(10 ආධාර හෝ විදේශ ණය ආකාරයෙන්‌ විදෙස්‌ ආයෝජන යෝජනා, රාජ්‍ය ආයෝජන ව්‍යාපෘති
සම්බන්ධයෙන්‌ මූල්‍යකරණ යෝජනා හෝ ද්විපාර්ශ්වීය හෝ බහුපාර්ශ්වීය වශයෙන්‌ මූල්‍ය
පහසුකම්‌ ලබා ගැනීම සඳහා කටයුතු කිරීමේ දි මුදල්‌ අමාත්‍යාංශයේ පූර්ව අනුමතිය ලබා ගත
යුතු ය.","අදාළ පළාත් සභාව, ඉන් අනතුරුව, විදේශ කටයුතු අමාත්‍යාංශයේ එකඟතාව මත ඉදිරි
කටයුතු සිදු කළ යුතු ය.",7.16,100.0
"ආධාර හෝ විදේශ ණය ආකාරයෙන් විදෙස් ආයෝජන යෝජනා, රාජ්‍ය ආයෝජන ව්‍යාපෘති සම්බන්ධයෙන් මූල්‍යකරණ යෝජනා හෝ ද්විපාර්ශ්වීය හෝ බහුපාර්ශ්වීය වශයෙන් මූල්‍ය පහසුකම් ලබා ගැනීම සඳහා කටයුතු කිරීමේ දී මුදල් අමාත්‍යාංශයේ පූර්ව අනුමතිය ලබා ගත යුතු ය.","එවැනි ගිවිසුම්‌/ අවබෝධතා ගිවිසුම්‌ සම්බන්ධයෙන්‌ අවසන්‌ තීරණයකට එළැඹීමට,
පෙර අමාත්‍ය මණ්ඩලයේ සහ ගරු නීතිපතිතුමාගේ පූර්ව අනුමැතිය ලබා ගැනීම අනිවාර්ය,
වේ.","(iv) ආධාර හෝ විදේශ ණය ආකාරයෙන් විදෙස් ආයෝජන යෝජනා, රාජ්‍ය ආයෝජන ව්‍යාපෘති
සම්බන්ධයෙන් මූල්‍යකරණ යෝජනා හෝ ද්විපාර්ශ්වීය හෝ බහුපාර්ශ්වීය වශයෙන් මූල්‍ය
පහසුකම් ලබා ගැනීම සඳහා කටයුතු කිරීමේ දී මුදල් අමාත්‍යාංශයේ පූර්ව අනුමතිය ලබා ගත
යුතුය.",33.51,95.71
එවැනි ගිවිසුම්/ අවබෝධතා ගිවිසුම් සම්බන්ධයෙන් අවසන් තීරණයකට එළැඹීමට පෙර අමාත්‍ය මණ්ඩලයේ සහ ගරු නීතිපතිතුමාගේ පූර්ව අනුමැතිය ලබා ගැනීම අනිවාර්‍ය වේ.,"එවැනි නෛතික ලේඛන/ රාමු අක්සන්‌ කිරීමෙන්‌ අනතුරුව ගිවිසුම්‌ දර්ශකය (ராடு:
Index) යාවත්කාලීන කිරීම සඳහා විදේශ කටයුතු අමාත්‍යංශයේ අවධානයට යොමු කළ යුතු ය.","එවැනි ගිවිසුම් අවබෝධතා ගිවිසුම් සම්බන්ධයෙන් අවසන් තීරණයකට එළැඹීමට
පෙර අමාත්‍ය මණ්ඩලයේ සහ ගරු නීතිපතිතුමාගේ පූර්ව අනුමැතිය ලබා ගැනීම අනිවාර්ය
වේ.",29.05,97.93
"එවැනි නෛකික ලේඛන/ රාමු අත්සන් කිරීමෙන් අනතුරුව ගිවිසුම් දර්ශකය (Treaty
Index) යාවත්කාලීන කිරීම සඳහා විදේශ කටයුතු අමාත්‍යංශයේ අවධානයට යොමු කළ යුතු ය.","(@) අමාත්‍ය මණ්ඩල අනුමැතිය
ගිවිසුමක අන්තර්ගතය ස්ථාපිත වූ පසු, රජය ඊට බැඳීම සඳහා ක්‍රියා කිරීමට පෙර අදාළ රේඛීය.","එවැනි නෛතික ලේඛන රාමු අත්සන් කිරීමෙන් අනතුරුව ගිවිසුම් දර්ශකය (Treaty
Index) යාවත්කාලීන කිරීම සඳහා විදේශ කටයුතු අමාත්‍යාංශයේ අවධානයට යොමු කළ යුතු ය.",33.33,98.65
"(ආ) අමාත්‍ය මණ්ඩල අනුමැතිය
 ශිව්සුමක අන්තර්ගතය ස්ථාපිත වූ පසු, රජය ඊට බැඳීම සඳහා ක්‍රියා කිරීමට පෙර අදාළ රේඛීය අමාත්‍යාංශය/ දෙපාර්තමේන්තුව විසින් අමාත්‍ය මණ්ඩලයේ අනුමැතිය ලබා ගැනීම අවශ්‍ය වේ.",@l දෙපාර්තමේන්තුව විසින්‌ අමාත්‍ය මණ්ඩලයේ අනුමැතිය ලබා ගැනීම අවශ්‍ය වේ.,"(ආ) අමාත්‍ය මණ්ඩල අනුමැතිය
ගිවිසුමක අන්තර්ගතය ස්ථාපිත වූ පසු, රජය ඊට බැඳීම සඳහා ක්‍රියා කිරීමට පෙර අදාළ රේඛීය
අමාත්‍යාංශය දෙපාර්තමේන්තුව විසින් අමාත්‍ය මණ්ඩලයේ අනුමැතිය ලබා ගැනීම අවශ්‍ය වේ.",51.91,97.89
"අමාත්‍ය මණ්ඩල අනුමැතිය ලබා ගැනීමෙන් අනතුරුව, රේඛීය අමාත්‍යාංශය/ ආයතනය සමඟ","අමාත්‍ය මණ්ඩල අනුමැතිය ලබා ගැනීමෙන්‌ අනතුරුව, රේඛීය අමාත්‍යාංශය/ ආයතනය සමඟ","අමාත්‍ය මණ්ඩල අනුමැතිය ලබා ගැනීමෙන් අනතුරුව, රේඛීය අමාත්‍යාංශය ආයතනය සමඟ",99.32,99.31
